name,eng_name,description,Active,Physical,RequiresFocus,Indoor,Outdoor,RequiresTravel,Solo,Group,SocialInteraction,Creative,Intellectual,Emotional,Analytical,StressRelief,CostRequired,EquipmentRequired,LearningRequired,TimeRequired,Challenging,Competitive,Rewarding,Trendy,RequiresConsistency,ManualSkill,InNature,DetailedDescription,Equipment
복싱,Boxing,"주먹을 이용한 대표적인 격투 스포츠로, 체력과 정신력을 동시에 기를 수 있으며 강인한 정신력과 함께 뛰어난 운동 효과를 경험하는 취미",2,2,1,1,-2,-2,1,0,0,-1,0,1,0,2,0,0,1,1,1,0,1,1,2,1,-2,"복싱은 주먹을 이용해 상대와 대결하는 대표적인 격투 스포츠입니다. 체력과 근력, 정신력이 중요하며, 강인한 정신력과 뛰어난 운동 효과를 경험할 수 있습니다.\n강한 운동과 자기 단련에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 체력과 근력, 정신력 필요\n2. 스트레스 해소와 자기방어 가능\n3. 꾸준한 연습과 체계적 훈련 필요\n4. 동호회 및 대회 참가 가능\n5. 전문 지도자 지도 시 효과 극대화\n6. 비교적 적은 장비로 시작 가능",글러브|핸드랩|샌드백|운동화|운동복|타월|물병|마우스피스|헤드기어(선택)
주짓수,Jiu-Jitsu,"바닥에서 벌어지는 그래플링 중심의 무술로, 기술과 전략이 중요하며 체중이나 힘의 차이를 극복할 수 있는 효율적인 격투 기술을 배우는 취미",1,1,2,1,-2,-2,1,0,0,-1,1,0,1,1,0,1,1,2,1,-1,1,1,2,1,-2,"주짓수는 바닥에서 벌어지는 그래플링 중심의 무술로, 기술과 전략이 중요합니다. 체중이나 힘의 차이를 극복할 수 있는 효율적인 격투 기술을 배울 수 있습니다.\n기술과 전략, 자기방어에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 기술과 전략적 사고 필요\n2. 체중, 힘의 차이 극복 가능\n3. 꾸준한 연습과 체계적 훈련 필요\n4. 동호회 및 대회 참가 가능\n5. 전문 지도자 지도 시 효과 극대화\n6. 비교적 적은 장비로 시작 가능",도복|벨트|운동복|타월|물병|매트(도장)|헤드기어(선택)
유도,Judo,"상대를 넘어뜨리는 것이 목표인 일본 전통 무술로, 균형감각과 기술이 중요하며 예의와 정신 수양을 함께 배우는 전통적인 무도의 정신을 경험하는 취미",1,1,1,1,-2,-2,1,0,0,-1,0,0,1,1,0,0,0,1,1,-1,0,1,2,1,-2,"유도는 상대를 넘어뜨리는 것이 목표인 일본 전통 무술입니다. 균형감각과 기술, 예의와 정신 수양이 중요하며, 전통적인 무도의 가치를 경험할 수 있습니다.\n정신 수양과 전통 무도에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 균형감각과 기술, 예의 필요\n2. 꾸준한 연습과 체계적 훈련 필요\n3. 동호회 및 대회 참가 가능\n4. 전문 지도자 지도 시 효과 극대화\n5. 비교적 적은 장비로 시작 가능\n6. 전통 무도 문화 경험",도복|벨트|운동복|타월|물병|매트(도장)|헤드기어(선택)
검도,Kendo,"일본 검술의 현대적 계승으로, 정신 수양과 함께 검을 다루는 기술을 익히며 예의와 집중력을 통해 무도의 정신적 가치를 체험하는 취미",1,1,2,1,-2,-2,1,0,0,-1,1,1,1,1,0,1,1,2,1,-1,1,1,2,2,-2,"검도는 일본 검술을 현대적으로 계승한 무도로, 정신 수양과 검을 다루는 기술, 예의와 집중력을 동시에 기를 수 있습니다. 무도의 정신적 가치를 체험할 수 있습니다.\n정신 수양과 무도, 검술에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 정신 수양과 집중력 필요\n2. 검술 기술 습득 가능\n3. 꾸준한 연습과 체계적 훈련 필요\n4. 동호회 및 대회 참가 가능\n5. 전문 지도자 지도 시 효과 극대화\n6. 전통 무도 문화 경험",죽도|도복|호구|운동복|타월|물병|매트(도장)|헤드기어(선택)
태권도,Taekwondo,"발차기가 특징인 한국 전통 무술로, 유연성과 순발력을 기르며 품새와 겨루기를 통해 몸과 마음을 단련하는 우리나라 대표 무도",1,1,1,1,-1,-2,1,0,0,-1,0,1,0,1,0,0,0,1,1,-1,1,1,2,1,-1,"태권도는 발차기가 특징인 한국 전통 무술로, 유연성과 순발력, 품새와 겨루기를 통해 몸과 마음을 단련할 수 있습니다. 우리나라 대표 무도로, 전통과 현대를 아우르는 무도입니다.\n유연성과 순발력, 전통 무도에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 유연성과 순발력 필요\n2. 꾸준한 연습과 체계적 훈련 필요\n3. 동호회 및 대회 참가 가능\n4. 전문 지도자 지도 시 효과 극대화\n5. 비교적 적은 장비로 시작 가능\n6. 전통 무도 문화 경험",도복|벨트|운동복|타월|물병|매트(도장)|헤드기어(선택)
무에타이,Muay Thai,"태국의 전통 격투기로, 주먹, 발, 무릎, 팔꿈치를 모두 사용하는 강력한 타격 기술을 익히며 전신의 근력과 체력을 극대화하는 실전적인 취미",2,2,1,1,-2,-2,1,0,0,-1,0,1,0,2,0,0,1,1,1,0,1,1,2,1,-2,"무에타이는 태국의 전통 격투기로, 주먹, 발, 무릎, 팔꿈치를 모두 사용하는 강력한 타격 기술을 익힐 수 있습니다. 전신의 근력과 체력을 극대화하는 실전적인 무술입니다.\n강한 운동과 실전 무술에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 전신 근력과 체력 필요\n2. 다양한 타격 기술 습득 가능\n3. 꾸준한 연습과 체계적 훈련 필요\n4. 동호회 및 대회 참가 가능\n5. 전문 지도자 지도 시 효과 극대화\n6. 비교적 적은 장비로 시작 가능",글러브|킥패드|샌드백|운동화|운동복|타월|물병|손목/발목 보호대|마우스피스|헤드기어(선택)
수영,Swimming,"물 속에서 하는 전신 유산소 운동으로, 관절에 무리가 적으면서도 뛰어난 운동 효과를 얻을 수 있으며 다양한 영법을 통해 기술적 향상을 경험하는 취미",1,1,0,0,-1,-2,2,0,-1,-1,-1,0,0,1,-1,0,0,1,0,-1,1,1,2,-1,-1,"수영은 물 속에서 전신을 사용하는 유산소 운동으로, 관절에 무리가 적으면서도 뛰어난 운동 효과를 얻을 수 있습니다. 다양한 영법을 통해 기술적 향상과 건강 증진이 가능합니다.\n관절에 부담 없이 전신 운동을 하고 싶은 사람에게 잘 맞는 취미에요!\n1. 전신 유산소 운동 효과\n2. 관절에 무리 적음\n3. 다양한 영법과 기술 습득 가능\n4. 꾸준한 연습과 체계적 훈련 필요\n5. 동호회 및 대회 참가 가능\n6. 비교적 적은 장비로 시작 가능",수영복|수경|수모|수건|물병|귀마개(선택)|코마개(선택)|핀(선택)|샤워용품
스케이트,Skating,"빙판이나 바닥에서 스케이트를 신고 미끄러지는 활동으로, 균형감각과 우아한 움직임이 필요하며 자유롭게 활주하는 즐거움을 경험하는 취미",1,1,1,0,-1,-1,1,0,0,0,-1,1,0,1,0,0,1,0,0,0,1,1,0,0,-1,"스케이트는 빙판이나 바닥에서 스케이트를 신고 미끄러지는 활동으로, 균형감각과 우아한 움직임이 필요합니다. 자유롭게 활주하는 즐거움을 경험할 수 있습니다.\n균형감각과 우아한 움직임을 기르고 싶은 사람에게 잘 맞는 취미에요!\n1. 균형감각 향상\n2. 우아한 움직임 습득\n3. 자유로운 활주 경험\n4. 꾸준한 연습과 기술 향상 필요\n5. 동호회 및 대회 참가 가능\n6. 계절에 따른 제약 있음","스케이트|보호장비(헬멧,무릎보호대,손목보호대)|긴양말|운동복|물병|가방"
베이킹,Baking,"빵이나 과자를 굽는 요리 활동으로, 정확한 계량과 과정이 중요하며 달콤한 향과 함께 완성된 결과물을 나누는 기쁨을 경험하는 창조적인 취미",-1,-1,1,1,-2,-2,1,0,0,1,0,0,0,1,-1,0,0,0,0,-2,0,1,0,1,-2,"베이킹은 빵이나 과자를 굽는 요리 활동으로, 정확한 계량과 과정이 중요합니다. 달콤한 향과 함께 완성된 결과물을 나누는 기쁨을 경험할 수 있습니다.\n정확한 계량과 창조적인 요리를 하고 싶은 사람에게 잘 맞는 취미에요!\n1. 정확한 계량과 과정 습득\n2. 창조적인 요리 경험\n3. 완성된 결과물의 성취감\n4. 다양한 레시피와 기술 학습\n5. 가족, 친구와의 소통 도구\n6. 초기 장비 투자 필요",오븐|믹서기|계량도구|베이킹팬|실리콘주걱|밀가루|설탕|계란|버터|향료
미술,Art,"그림을 그리거나 조각 등을 만드는 시각예술 활동으로, 창의성과 표현력을 기르며 내면의 감정과 생각을 작품으로 표현하는 예술적 취미",-1,-2,1,1,-1,-2,2,-1,-1,2,-1,2,1,0,-1,0,0,1,0,-2,1,2,0,1,-2,"미술은 그림을 그리거나 조각 등을 만드는 시각예술 활동으로, 창의성과 표현력을 기릅니다. 내면의 감정과 생각을 작품으로 표현할 수 있습니다.\n창의성과 표현력을 기르고 싶은 사람에게 잘 맞는 취미에요!\n1. 창의성과 표현력 향상\n2. 내면의 감정과 생각 표현\n3. 다양한 기법과 재료 학습\n4. 작품 완성의 성취감\n5. 전시회 및 작품 공유 가능\n6. 초기 재료 투자 필요",캔버스|붓|물감|팔레트|이젤|스케치북|연필|지우개|물통|앞치마
연기,Acting,"연극이나 영화에서 캐릭터를 연기하는 예술 활동으로, 표현력과 감정 전달 능력이 필요하며 다양한 인물을 통해 새로운 자아를 발견하는 창조적인 취미",0,-1,1,0,-1,-2,0,1,1,2,-1,2,0,1,-1,0,0,1,1,-1,2,2,1,1,-1,"연기는 연극이나 영화에서 캐릭터를 연기하는 예술 활동으로, 표현력과 감정 전달 능력이 필요합니다. 다양한 인물을 통해 새로운 자아를 발견할 수 있습니다.\n표현력과 감정 전달 능력을 기르고 싶은 사람에게 잘 맞는 취미에요!\n1. 표현력과 감정 전달 능력 향상\n2. 다양한 캐릭터 연기 경험\n3. 새로운 자아 발견\n4. 무대 공포증 극복\n5. 동호회 및 공연 참가 가능\n6. 전문 교육 과정 수강 권장",연기교재|거울|녹음기|의상|소품|메이크업도구|스크립트|연습공간
보컬,Vocal,"노래를 부르는 음악 활동으로, 발성과 감정 표현이 중요하며 자신만의 목소리로 음악을 해석하고 전달하는 감동적인 예술 취미",0,-1,1,0,-1,-2,1,0,0,1,0,2,0,0,-1,0,0,1,0,-1,1,2,1,1,-1,"보컬은 노래를 부르는 음악 활동으로, 발성과 감정 표현이 중요합니다. 자신만의 목소리로 음악을 해석하고 전달할 수 있습니다.\n발성과 감정 표현을 기르고 싶은 사람에게 잘 맞는 취미에요!\n1. 발성과 감정 표현 능력 향상\n2. 자신만의 목소리 개발\n3. 음악 해석과 전달 능력\n4. 꾸준한 연습과 훈련 필요\n5. 동호회 및 공연 참가 가능\n6. 전문 레슨 수강 권장",보컬교재|마이크|녹음기|거울|메트로놈|악보|연습공간|음료
작곡 프로듀싱,Composition Producing,"음악을 만들고 편곡하는 창작 활동으로, 음악 이론과 기술적 지식이 필요하며 자신만의 음악을 창조하는 높은 수준의 예술적 취미",-1,-2,2,1,-2,-2,2,-1,-1,2,1,1,1,2,0,1,1,2,1,-2,2,2,1,2,-2,"작곡/프로듀싱은 음악을 만들고 편곡하는 창작 활동으로, 음악 이론과 기술적 지식이 필요합니다. 자신만의 음악을 창조할 수 있습니다.\n음악 창작과 기술적 지식을 기르고 싶은 사람에게 잘 맞는 취미에요!\n1. 음악 이론과 기술적 지식 습득\n2. 자신만의 음악 창조\n3. 다양한 장르와 스타일 시도\n4. 음악 소프트웨어 활용 능력\n5. 작품 공유 및 협업 기회\n6. 전문 장비 투자 필요",DAW소프트웨어|오디오인터페이스|마이크|모니터스피커|MIDI키보드|헤드폰|악보용지|음악이론교재
피아노,Piano,"건반을 이용한 대표적인 악기 연주로, 손가락의 독립성과 음악적 감성이 필요하며 클래식부터 대중음악까지 다양한 장르를 연주할 수 있는 우아한 취미",0,-1,2,1,-2,-2,2,-1,-1,1,1,1,1,1,0,1,1,2,1,-2,1,2,2,2,-1,"피아노는 건반을 이용한 대표적인 악기 연주로, 손가락의 독립성과 음악적 감성이 필요합니다. 클래식부터 대중음악까지 다양한 장르를 연주할 수 있습니다.\n손가락의 독립성과 음악적 감성을 기르고 싶은 사람에게 잘 맞는 취미에요!\n1. 손가락의 독립성 향상\n2. 음악적 감성과 표현력 개발\n3. 다양한 장르 연주 가능\n4. 악보 읽기 능력 향상\n5. 독주 및 반주 기회\n6. 꾸준한 연습과 레슨 필요",피아노|악보|메트로놈|피아노벤치|악보집|연습실|튜닝도구|피아노교재
통기타,Acoustic Guitar,"어쿠스틱 기타로 연주하는 음악 활동으로, 코드와 핑거링 연습이 필요하며 캠프파이어나 모임에서 분위기를 만드는 친근하고 로맨틱한 취미",0,-1,1,0,0,-2,1,0,0,1,0,1,0,1,-1,-1,0,1,0,-1,0,1,1,1,-1,"통기타는 어쿠스틱 기타로 연주하는 음악 활동으로, 코드와 핑거링 연습이 필요합니다. 캠프파이어나 모임에서 분위기를 만들 수 있습니다.\n친근하고 로맨틱한 분위기를 만들고 싶은 사람에게 잘 맞는 취미에요!\n1. 코드와 핑거링 연습\n2. 친근하고 로맨틱한 분위기 연출\n3. 캠프파이어 및 모임에서 활용\n4. 반주 및 독주 가능\n5. 휴대가 간편한 악기\n6. 초보자도 쉽게 시작 가능",통기타|기타줄|튜너|기타케이스|피크|기타교재|기타스탠드|기타스트랩
클래식기타,Classical Guitar,"나일론 현을 사용하는 정통 기타 연주로, 정교한 테크닉과 음악적 해석이 필요하며 고전적이고 우아한 음악을 연주하는 품격 있는 취미",0,-1,2,1,-1,-2,2,-1,-1,1,1,1,1,1,0,0,1,2,1,-2,1,2,2,2,-1,"클래식기타는 나일론 현을 사용하는 정통 기타 연주로, 섬세한 테크닉과 음악적 해석이 필요합니다. 고전적이고 우아한 음악을 연주할 수 있습니다.\n정통 클래식 음악과 섬세한 연주를 좋아하는 사람에게 잘 맞는 취미에요!\n1. 정교한 테크닉과 음악적 해석 필요\n2. 다양한 클래식 레퍼토리 연주 가능\n3. 손가락 독립성과 표현력 향상\n4. 독주 및 앙상블 모두 가능\n5. 꾸준한 연습과 레슨 필요\n6. 무대 경험 및 콩쿠르 참가 가능",클래식기타|기타줄(나일론)|튜너|기타케이스|발판|악보집|피크(선택)|기타교재|기타스탠드|기타스트랩
드럼,Drums,"타악기를 이용한 리듬 연주로, 사지의 독립적인 움직임과 리듬감이 필요하며 밴드의 중심이 되어 강력한 비트를 만들어내는 역동적인 취미",1,0,1,0,-1,-2,0,1,0,1,0,1,0,1,-1,0,1,1,1,0,1,1,1,1,-1,드럼은 사지의 독립적인 움직임과 리듬감이 중요한 타악기 연주입니다. 밴드의 중심이 되어 강력한 비트를 만들어냅니다.\n리듬감과 에너지를 발산하고 싶은 사람에게 잘 맞는 취미에요!\n1. 사지의 독립적 움직임 필요\n2. 강한 리듬감과 에너지 발산\n3. 밴드 연주 및 합주 경험\n4. 다양한 음악 장르 연주 가능\n5. 꾸준한 연습과 체력 필요\n6. 공연 및 녹음 경험 가능,드럼세트|드럼스틱|드럼의자|메트로놈|이어플러그|연습패드|악보집|튜너(선택)|드럼교재|스틱가방
가야금,Gayageum,"한국 전통 현악기로, 섬세한 손기술과 전통 음악에 대한 이해가 필요하며 우리나라 고유의 아름다운 선율을 연주하는 문화적 가치가 높은 취미",0,-1,2,1,-1,-2,2,-1,-1,0,1,1,1,1,0,1,1,2,1,-2,1,1,2,2,-1,"가야금은 한국 전통 현악기로, 섬세한 손기술과 전통 음악에 대한 이해가 필요합니다. 고유의 아름다운 선율을 연주할 수 있습니다.\n전통 음악과 한국의 멋을 느끼고 싶은 사람에게 잘 맞는 취미에요!\n1. 섬세한 손기술과 집중력 필요\n2. 전통 음악에 대한 이해와 감상\n3. 다양한 곡 연주 및 창작 가능\n4. 꾸준한 연습과 레슨 필요\n5. 무대 경험 및 국악 경연 참가 가능\n6. 문화적 가치와 자부심 경험",가야금|가야금줄|조율기|악보집|연습용 방석|가야금교재|손톱가드|보관케이스|청소용 천
사진 영상,Photography Video,"카메라로 순간을 포착하거나 영상을 제작하는 시각예술로, 구도와 조명 감각이 필요하며 일상의 아름다운 순간들을 기록하고 표현하는 창조적인 취미",0,-1,1,-1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,"사진/영상은 카메라로 순간을 포착하거나 영상을 제작하는 시각예술 활동입니다. 구도와 조명 감각이 중요하며, 일상의 아름다움을 기록할 수 있습니다.\n일상을 기록하고 창의적으로 표현하고 싶은 사람에게 잘 맞는 취미에요!\n1. 구도와 조명 감각 필요\n2. 다양한 촬영 기법 습득 가능\n3. 사진/영상 편집 능력 향상\n4. 작품 공유 및 전시 경험\n5. 여행, 일상 등 다양한 주제 촬영\n6. 꾸준한 연습과 장비 활용 필요",카메라(DSLR/미러리스/스마트폰)|렌즈|삼각대|메모리카드|배터리|편집 소프트웨어|조명(선택)|필터|카메라가방|노트북|외장하드|프린터(선택)
투자 재테크,Investment Finance,"자산을 증식시키기 위한 금융 활동으로, 경제 지식과 분석 능력이 필요하며 장기적인 관점에서 재정적 자유를 추구하는 지적인 취미",-2,-2,2,1,-2,-2,2,-1,-1,-1,2,-1,2,2,-1,-1,-1,2,2,0,0,1,2,-1,-2,"투자/재테크는 자산을 증식시키기 위한 금융 활동으로, 경제 지식과 분석 능력이 중요합니다. 장기적인 관점에서 재정적 자유를 추구할 수 있습니다.\n경제적 성장과 자산관리에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 경제 지식과 분석력 필요\n2. 다양한 투자 상품 경험 가능\n3. 장기적 목표 설정과 관리\n4. 리스크 관리와 정보 탐색 중요\n5. 꾸준한 학습과 실전 경험 필요\n6. 재정적 자유와 성취감 경험",증권계좌|금융서적|재테크 앱|노트북|뉴스/리서치자료|계산기|세무자료|포트폴리오 관리도구
영어,English,"영어 실력을 향상시키는 학습 활동으로, 꾸준한 연습과 반복이 필요하며 글로벌 소통 능력을 기르고 새로운 문화를 이해하는 지적 성장의 취미",-1,-2,1,1,-2,-2,2,-1,-1,0,1,0,1,1,0,-1,0,1,2,-1,0,1,2,0,-2,영어는 글로벌 소통 능력을 기르고 새로운 문화를 이해하는 데 도움이 되는 언어 학습 활동입니다. 꾸준한 연습과 반복이 중요합니다.\n국제적 소통과 자기계발에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 꾸준한 연습과 반복 필요\n2. 다양한 학습 자료 활용 가능\n3. 실전 회화 및 작문 연습\n4. 문화적 이해와 교류 경험\n5. 시험 준비 및 자격증 취득 가능\n6. 온라인/오프라인 학습 병행 가능,영어교재|단어장|노트|사전/번역기|음성녹음기|온라인강의|영어뉴스/영화|스터디모임
일본어,Japanese,"일본어 실력을 기르는 언어 학습으로, 문자와 발음의 특성을 이해해야 하며 일본 문화와 함께 언어를 배워가는 문화적 이해를 동반하는 취미",-1,-2,1,1,-2,-2,2,-1,-1,0,1,0,1,1,0,-1,0,1,2,-1,0,1,2,0,-2,일본어는 문자와 발음의 특성을 이해하고 일본 문화를 함께 배우는 언어 학습 활동입니다. 문화적 이해와 실용성이 중요합니다.\n일본 문화와 언어에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 문자와 발음 습득 필요\n2. 다양한 학습 자료 활용 가능\n3. 실전 회화 및 작문 연습\n4. 문화적 이해와 교류 경험\n5. 시험 준비 및 자격증 취득 가능\n6. 온라인/오프라인 학습 병행 가능,일본어교재|히라가나/가타카나표|노트|사전/번역기|음성녹음기|온라인강의|일본영화/애니|스터디모임
중국어,Chinese,"중국어를 배우는 언어 학습으로, 성조와 한자의 특성을 익혀야 하며 거대한 중화권 문화와 비즈니스 기회를 열어가는 실용적인 취미",-1,-2,1,1,-2,-2,2,-1,-1,0,1,0,1,1,0,-1,0,1,2,-1,0,1,2,0,-2,중국어는 성조와 한자의 특성을 익히며 중화권 문화와 비즈니스 기회를 넓힐 수 있는 언어 학습 활동입니다. 꾸준한 반복과 실전 연습이 중요합니다.\n중국 문화와 실용적 언어 능력에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 성조와 한자 습득 필요\n2. 다양한 학습 자료 활용 가능\n3. 실전 회화 및 작문 연습\n4. 문화적 이해와 교류 경험\n5. 시험 준비 및 자격증 취득 가능\n6. 온라인/오프라인 학습 병행 가능,중국어교재|한자노트|사전/번역기|음성녹음기|온라인강의|중국영화/드라마|스터디모임
불어,French,"프랑스어를 익히는 언어 학습으로, 발음과 문법의 아름다움을 배우며 프랑스 문화와 예술에 대한 이해를 높이는 문화적 소양을 기르는 취미",-1,-2,1,1,-2,-2,2,-1,-1,0,1,0,1,1,0,-1,0,1,2,-1,0,1,2,0,-2,불어는 발음과 문법의 아름다움을 배우며 프랑스 문화와 예술을 이해할 수 있는 언어 학습 활동입니다. 꾸준한 연습과 문화적 관심이 중요합니다.\n프랑스 문화와 예술에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 발음과 문법 습득 필요\n2. 다양한 학습 자료 활용 가능\n3. 실전 회화 및 작문 연습\n4. 문화적 이해와 교류 경험\n5. 시험 준비 및 자격증 취득 가능\n6. 온라인/오프라인 학습 병행 가능,불어교재|노트|사전/번역기|음성녹음기|온라인강의|프랑스영화/음악|스터디모임
패들보드,Paddle Board,"물 위에서 보드 위에 서서 패들로 노를 젓는 수상 스포츠로, 균형감각과 코어 근력이 필요하며 평온한 물 위에서 자연과 교감하는 힐링 운동",1,1,1,-2,2,0,1,-1,-1,-1,0,0,0,1,0,1,1,0,0,-1,1,1,1,0,2,"패들보드는 물 위에서 보드 위에 서서 패들로 노를 젓는 수상 스포츠입니다. 균형감각과 코어 근력이 중요하며, 자연과의 교감을 통해 힐링을 경험할 수 있습니다.\n자연을 사랑하고 평온한 운동을 원하는 사람에게 잘 맞는 취미에요!\n1. 균형감각과 코어 근력 필요\n2. 물 위에서의 평온한 경험\n3. 다양한 장소에서 즐길 수 있음\n4. 비교적 간단한 장비로 시작 가능\n5. 운동 효과와 힐링 동시 경험\n6. 야외 활동을 선호하는 사람에게 추천",패들보드|패들|구명조끼|방수백|래쉬가드|모자|선크림|물병|방수신발|타월
스노쿨링,Snorkeling,"수면 근처에서 마스크와 스노클을 이용해 수중을 관찰하는 활동으로, 수영 실력이 필요하며 바다 생물들을 가까이서 관찰하는 자연 체험 취미",0,0,0,-2,2,1,1,0,-1,-1,-1,1,-1,1,0,0,0,0,0,-2,1,0,0,-1,2,"스노쿨링은 마스크와 스노클을 이용해 수면 근처에서 바다 생물을 관찰하는 활동입니다. 수영 실력이 필요하며, 자연 체험과 힐링을 동시에 경험할 수 있습니다.\n바다 생물 관찰과 자연 체험을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 수영 실력 필요\n2. 다양한 해양 생물 관찰 가능\n3. 비교적 간단한 장비로 시작 가능\n4. 안전 수칙 숙지 필수\n5. 여행지에서 즐기기 좋음\n6. 자연과 교감하는 힐링 경험",마스크|스노클|핀|구명조끼|래쉬가드|방수백|선크림|방수카메라|타월|물병
칵테일,Cocktail,"다양한 술과 재료를 조합해 음료를 만드는 기술로, 창의성과 정확한 계량이 필요하며 손님을 위한 특별한 음료를 창조하는 예술적이고 사교적인 취미",-1,-2,1,1,-2,-2,0,1,1,1,0,0,0,1,-1,0,0,1,0,-2,0,1,0,1,-2,칵테일은 다양한 술과 재료를 조합해 나만의 음료를 만드는 창의적인 활동입니다. 정확한 계량과 레시피 이해가 중요합니다.\n음료 만들기와 사교적 분위기를 좋아하는 사람에게 잘 맞는 취미에요!\n1. 창의성과 정확성 필요\n2. 다양한 레시피 시도 가능\n3. 파티나 모임에서 활용도 높음\n4. 미각과 감각 발달\n5. 비교적 적은 공간에서 가능\n6. 음주 문화에 관심 있는 사람에게 추천,"칵테일셰이커|믹싱글라스|계량컵|스트레이너|바스푼|잔(칵테일잔, 하이볼 등)|술(베이스, 리큐르)|과일/시럽|얼음|장식용 소품"
바리스타,Barista,"커피를 전문적으로 추출하고 제조하는 기술로, 원두에 대한 지식과 정교한 기술이 필요하며 완벽한 한 잔의 커피를 만드는 장인정신을 기르는 취미",0,-1,1,1,-2,-2,1,0,0,0,1,0,1,1,-1,0,1,1,1,-1,1,1,1,1,-2,바리스타는 커피를 전문적으로 추출하고 제조하는 기술을 배우는 활동입니다. 원두의 특성과 추출법에 대한 이해가 중요합니다.\n커피와 장인정신에 관심 있는 사람에게 잘 맞는 취미에요!\n1. 원두와 추출법에 대한 지식 필요\n2. 다양한 커피 레시피 시도 가능\n3. 미각과 감각 발달\n4. 카페 창업 및 취업에 도움\n5. 비교적 적은 공간에서 가능\n6. 커피 문화를 즐기는 사람에게 추천,에스프레소머신|핸드드립세트|원두|그라인더|저울|포터필터|탬퍼|드립포트|필터|머그잔|우유스티머|냉장고(우유 보관)|청소도구
티블랜딩,Tea Blending,"다양한 차를 조합해 나만의 블렌드 차를 만드는 활동으로, 향과 맛에 대한 섬세한 감각이 필요하며 차 문화와 함께 힐링을 경험하는 우아한 취미",-1,-2,1,1,-2,-2,1,-1,-1,1,0,0,0,1,-1,-1,0,1,0,-2,0,1,1,1,-2,"티블랜딩은 다양한 차를 조합해 나만의 블렌드 차를 만드는 활동입니다. 향과 맛에 대한 섬세한 감각이 필요합니다.\n차 문화와 힐링을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 다양한 차와 재료 경험\n2. 향과 맛의 조화 탐구\n3. 힐링과 휴식 효과\n4. 선물용, 일상용 모두 활용 가능\n5. 비교적 적은 공간에서 가능\n6. 차 문화에 관심 있는 사람에게 추천","홍차/녹차/허브차|블렌딩 재료(과일, 꽃 등)|티포트|티컵|저울|계량스푼|차 거름망|보관용기|포장지"
요리,Cooking,"다양한 재료로 음식을 만드는 창조적 활동으로, 기술과 창의성이 모두 필요하며 가족과 친구들과 함께 나누는 기쁨을 통해 사랑을 표현하는 일상적인 취미",0,-1,1,1,-2,-2,1,0,0,1,0,0,0,1,-1,0,0,1,0,-1,0,1,1,1,-2,"요리는 다양한 재료로 음식을 만드는 창조적 활동입니다. 기술과 창의성이 모두 필요하며, 가족과 친구들과 함께 나누는 기쁨이 큽니다.\n음식 만들기와 나눔을 좋아하는 사람에게 잘 맞는 취미에요!\n1. 다양한 재료와 조리법 경험\n2. 창의적 레시피 개발 가능\n3. 가족, 친구와의 소통 도구\n4. 건강한 식습관 형성\n5. 선물용, 파티용으로 활용 가능\n6. 꾸준한 연습으로 실력 향상","조리도구(칼, 도마, 냄비 등)|식재료|계량도구|오븐/가스레인지|접시/그릇|앞치마|조리책/레시피|보관용기|타월"
국내 여행,Domestic Travel,"우리나라 곳곳을 탐방하는 활동으로, 계획과 정보 수집이 필요하며 다양한 지역의 문화와 자연을 경험하며 새로운 추억을 만드는 힐링 취미",0,0,0,-1,1,1,0,0,0,0,0,1,0,1,0,1,-1,0,0,-1,1,1,0,-1,1,국내 여행은 우리나라 곳곳을 탐방하며 다양한 문화와 자연을 경험하는 활동입니다. 계획과 정보 수집이 중요합니다.\n새로운 경험과 힐링을 원하는 사람에게 잘 맞는 취미에요!\n1. 다양한 지역의 문화와 자연 경험\n2. 계획과 정보 수집 능력 필요\n3. 새로운 추억과 인연 만들기\n4. 비교적 저렴한 비용으로 가능\n5. 계절별 다양한 여행지 선택 가능\n6. 여행 기록 및 사진 촬영 가능,"여행가방|지도/가이드북|카메라|휴대폰|충전기|여행용품(세면도구, 의류 등)|교통카드|간식|물병|응급약품"
